"ob_number","station_code","ob_date","snow_fall","snow_depth","temp_max","temp_min"
1,"USC00364214",1970-01-01,0.1,3,29,22
2,"USC00364214",1970-01-02,0.6,3,30,23
3,"USC00364214",1970-01-03,2,5,30,20
4,"USC00364214",1970-01-04,3,6,20,9
5,"USC00364214",1970-01-05,0.3,6,36,10
6,"USC00364214",1970-01-06,0.1,3,33,24
7,"USC00364214",1970-01-07,3.2,5,24,10
8,"USC00364214",1970-01-08,0.5,5,10,-3
9,"USC00364214",1970-01-09,0,5,5,-4
10,"USC00364214",1970-01-10,0.8,5,17,2
11,"USC00364214",1970-01-11,0,5,25,-2
12,"USC00364214",1970-01-12,2.5,7,26,21
13,"USC00364214",1970-01-13,0.3,6,25,20
14,"USC00364214",1970-01-14,1.5,7,23,11
15,"USC00364214",1970-01-15,0,7,35,-9
16,"USC00364214",1970-01-16,0,6,47,7
17,"USC00364214",1970-01-17,0,4,38,28
18,"USC00364214",1970-01-18,0,3,36,20
19,"USC00364214",1970-01-19,0,3,20,2
20,"USC00364214",1970-01-20,0.6,3,19,0
21,"USC00364214",1970-01-21,3.6,6,16,0
22,"USC00364214",1970-01-22,0.3,6,15,-10
23,"USC00364214",1970-01-23,0,6,22,-7
24,"USC00364214",1970-01-24,1,6,22,-4
25,"USC00364214",1970-01-25,1,6,46,20
26,"USC00364214",1970-01-26,0,2,48,33
27,"USC00364214",1970-01-27,0.3,2,35,30
28,"USC00364214",1970-01-28,2,3,46,25
29,"USC00364214",1970-01-29,0,2,58,37
30,"USC00364214",1970-01-30,0,0,38,20
31,"USC00364214",1970-01-31,0.1,0,41,18
32,"USC00364214",1970-02-01,0,0,51,25
33,"USC00364214",1970-02-02,0,0,50,33
34,"USC00364214",1970-02-03,0.3,0,47,10
35,"USC00364214",1970-02-04,7.5,5,14,-3
36,"USC00364214",1970-02-05,2.5,5,38,8
37,"USC00364214",1970-02-06,1.5,4,39,30
38,"USC00364214",1970-02-07,0,4,44,10
39,"USC00364214",1970-02-08,0.5,3,38,32
40,"USC00364214",1970-02-09,0,0,39,34
41,"USC00364214",1970-02-10,0,0,37,32
42,"USC00364214",1970-02-11,7,4,33,27
43,"USC00364214",1970-02-12,1.2,4,29,13
44,"USC00364214",1970-02-13,2.5,6,25,9
45,"USC00364214",1970-02-14,0,6,24,-6
46,"USC00364214",1970-02-15,2,6,34,19
47,"USC00364214",1970-02-16,0,6,32,10
48,"USC00364214",1970-02-17,0,5,38,12
49,"USC00364214",1970-02-18,0,4,56,20
50,"USC00364214",1970-02-19,0,3,44,24
51,"USC00364214",1970-02-20,0,3,24,16
52,"USC00364214",1970-02-21,0,2,28,10
53,"USC00364214",1970-02-22,0,2,56,15
54,"USC00364214",1970-02-23,0,0,50,24
55,"USC00364214",1970-02-24,0,0,51,19
56,"USC00364214",1970-02-25,0,0,42,13
57,"USC00364214",1970-02-26,0,0,30,1
58,"USC00364214",1970-02-27,0.4,0,37,22
59,"USC00364214",1970-02-28,0,0,36,23
60,"USC00364214",1970-03-01,0,0,53,16
61,"USC00364214",1970-03-02,0,0,50,35
62,"USC00364214",1970-03-03,0,0,44,35
63,"USC00364214",1970-03-04,0,0,43,37
64,"USC00364214",1970-03-05,0,0,47,35
65,"USC00364214",1970-03-06,0,0,44,25
66,"USC00364214",1970-03-07,0,0,41,24
67,"USC00364214",1970-03-08,0,0,41,22
68,"USC00364214",1970-03-09,0,0,40,23
69,"USC00364214",1970-03-10,0,0,39,15
70,"USC00364214",1970-03-11,0,0,43,19
71,"USC00364214",1970-03-12,0,0,31,25
72,"USC00364214",1970-03-13,5,3,36,27
73,"USC00364214",1970-03-14,0,2,31,19
74,"USC00364214",1970-03-15,0.5,2,30,19
75,"USC00364214",1970-03-16,0.2,2,29,15
76,"USC00364214",1970-03-17,0.1,2,40,12
77,"USC00364214",1970-03-18,1.8,2,40,32
78,"USC00364214",1970-03-19,0,0,40,34
79,"USC00364214",1970-03-20,0,0,42,30
80,"USC00364214",1970-03-21,0,0,43,33
81,"USC00364214",1970-03-22,0.2,0,37,30
82,"USC00364214",1970-03-23,2.8,0,38,32
83,"USC00364214",1970-03-24,0.3,0,39,33
84,"USC00364214",1970-03-25,0.1,0,48,27
85,"USC00364214",1970-03-26,0,0,57,30
86,"USC00364214",1970-03-27,0,0,45,30
87,"USC00364214",1970-03-28,0,0,57,25
88,"USC00364214",1970-03-29,1.8,2,43,24
89,"USC00364214",1970-03-30,8.7,5,45,9
90,"USC00364214",1970-03-31,0.5,1,53,33
91,"USC00364214",1970-04-01,0,0,54,27
92,"USC00364214",1970-04-02,0,0,61,32
93,"USC00364214",1970-04-03,1,0,49,20
94,"USC00364214",1970-04-04,0,0,46,29
95,"USC00364214",1970-04-05,0,0,51,22
96,"USC00364214",1970-04-06,0,0,47,30
97,"USC00364214",1970-04-07,0,0,42,36
98,"USC00364214",1970-04-08,0,0,67,26
99,"USC00364214",1970-04-09,0,0,65,39
100,"USC00364214",1970-04-10,0,0,51,29
101,"USC00364214",1970-04-11,0,0,51,20
102,"USC00364214",1970-04-12,0,0,64,29
103,"USC00364214",1970-04-13,0,0,60,32
104,"USC00364214",1970-04-14,0,0,53,40
105,"USC00364214",1970-04-15,0,0,68,34
106,"USC00364214",1970-04-16,0,0,70,31
107,"USC00364214",1970-04-17,0,0,75,40
108,"USC00364214",1970-04-18,0,0,68,32
109,"USC00364214",1970-04-19,0,0,55,42
110,"USC00364214",1970-04-20,0,0,68,31
111,"USC00364214",1970-04-21,0,0,66,48
112,"USC00364214",1970-04-22,0,0,68,35
113,"USC00364214",1970-04-23,0,0,72,50
114,"USC00364214",1970-04-24,0,0,71,43
115,"USC00364214",1970-04-25,0,0,70,36
