"ob_number","station_code","ob_date","snow_fall","snow_depth","temp_max","temp_min"
1,"USC00369050",1970-01-01,0.3,0,31,27
2,"USC00369050",1970-01-02,0,0,33,27
3,"USC00369050",1970-01-03,3.5,3,33,20
4,"USC00369050",1970-01-04,0.3,3,25,14
5,"USC00369050",1970-01-05,0,2,42,20
6,"USC00369050",1970-01-06,0.5,1,38,26
7,"USC00369050",1970-01-07,4,4,27,13
8,"USC00369050",1970-01-08,0.5,4,13,-4
9,"USC00369050",1970-01-09,0.5,3,8,-2
10,"USC00369050",1970-01-10,0.5,3,16,3
11,"USC00369050",1970-01-11,0.2,3,27,-2
12,"USC00369050",1970-01-12,3.5,6,29,23
13,"USC00369050",1970-01-13,0,5,31,21
14,"USC00369050",1970-01-14,0,4,31,21
15,"USC00369050",1970-01-15,0,3,41,3
16,"USC00369050",1970-01-16,0,3,51,10
17,"USC00369050",1970-01-17,0,1,47,39
18,"USC00369050",1970-01-18,0.5,1,44,25
19,"USC00369050",1970-01-19,1,1,25,9
20,"USC00369050",1970-01-20,2,3,20,-1
21,"USC00369050",1970-01-21,0.5,3,17,-1
22,"USC00369050",1970-01-22,0,2,19,-5
23,"USC00369050",1970-01-23,0.5,3,27,0
24,"USC00369050",1970-01-24,0.3,2,26,0
25,"USC00369050",1970-01-25,0,0,48,24
26,"USC00369050",1970-01-26,0,0,51,34
27,"USC00369050",1970-01-27,0,0,35,32
28,"USC00369050",1970-01-28,0,0,60,27
29,"USC00369050",1970-01-29,0,0,61,40
30,"USC00369050",1970-01-30,0,0,40,25
31,"USC00369050",1970-01-31,0,0,47,24
32,"USC00369050",1970-02-01,0,0,53,35
33,"USC00369050",1970-02-02,0,0,55,38
34,"USC00369050",1970-02-03,4,4,48,14
35,"USC00369050",1970-02-04,0,3,16,-3
36,"USC00369050",1970-02-05,0.3,1,37,14
37,"USC00369050",1970-02-06,0.3,0,43,32
38,"USC00369050",1970-02-07,0,0,48,20
39,"USC00369050",1970-02-08,0,0,44,36
