"ob_number","station_code","ob_date","snow_fall","snow_depth","temp_max","temp_min"
1,"USW00004787",1970-01-01,0.1,17,24,14
2,"USW00004787",1970-01-02,0.6,17,25,18
3,"USW00004787",1970-01-03,0.1,18,26,13
4,"USW00004787",1970-01-04,0,18,16,7
5,"USW00004787",1970-01-05,0,18,27,16
6,"USW00004787",1970-01-06,0,18,25,17
7,"USW00004787",1970-01-07,0.8,17,18,-2
8,"USW00004787",1970-01-08,1.1,18,-1,-6
9,"USW00004787",1970-01-09,0,18,1,-8
10,"USW00004787",1970-01-10,0.3,18,15,0
11,"USW00004787",1970-01-11,0.8,18,18,5
12,"USW00004787",1970-01-12,1.5,20,22,17
13,"USW00004787",1970-01-13,0.5,20,21,15
14,"USW00004787",1970-01-14,0,21,17,4
15,"USW00004787",1970-01-15,0,21,22,-3
16,"USW00004787",1970-01-16,0,19,39,11
17,"USW00004787",1970-01-17,0,14,39,35
18,"USW00004787",1970-01-18,0.6,10,35,7
19,"USW00004787",1970-01-19,0.2,10,14,0
20,"USW00004787",1970-01-20,2.8,10,14,-3
21,"USW00004787",1970-01-21,0.1,12,5,-4
22,"USW00004787",1970-01-22,0,12,12,-6
23,"USW00004787",1970-01-23,0.8,11,17,4
24,"USW00004787",1970-01-24,0.1,12,23,-1
25,"USW00004787",1970-01-25,0,12,44,23
26,"USW00004787",1970-01-26,0.3,6,44,27
27,"USW00004787",1970-01-27,0.8,6,32,26
28,"USW00004787",1970-01-28,0,7,44,24
29,"USW00004787",1970-01-29,0,2,49,30
30,"USW00004787",1970-01-30,0.1,2,30,14
31,"USW00004787",1970-01-31,0.1,2,37,15
32,"USW00004787",1970-02-01,0,2,45,31
33,"USW00004787",1970-02-02,0,1,44,33
34,"USW00004787",1970-02-03,5.5,1,33,0
35,"USW00004787",1970-02-04,2,7,11,-6
36,"USW00004787",1970-02-05,0.1,9,33,11
37,"USW00004787",1970-02-06,0,9,32,20
38,"USW00004787",1970-02-07,0,8,38,15
39,"USW00004787",1970-02-08,0.9,7,32,29
40,"USW00004787",1970-02-09,1.3,7,33,30
41,"USW00004787",1970-02-10,6.3,10,33,27
42,"USW00004787",1970-02-11,1.6,14,27,17
43,"USW00004787",1970-02-12,0.7,14,19,13
44,"USW00004787",1970-02-13,0.5,15,18,2
45,"USW00004787",1970-02-14,0.1,14,16,-5
46,"USW00004787",1970-02-15,1,14,29,15
47,"USW00004787",1970-02-16,0,14,29,10
48,"USW00004787",1970-02-17,0,14,40,12
49,"USW00004787",1970-02-18,0,12,48,25
50,"USW00004787",1970-02-19,0,10,45,15
51,"USW00004787",1970-02-20,0.4,10,18,12
52,"USW00004787",1970-02-21,0,10,25,8
53,"USW00004787",1970-02-22,0,9,50,22
54,"USW00004787",1970-02-23,0,5,33,19
55,"USW00004787",1970-02-24,0,3,45,22
56,"USW00004787",1970-02-25,0,2,39,0
57,"USW00004787",1970-02-26,0,2,22,-4
58,"USW00004787",1970-02-27,1.1,2,31,20
59,"USW00004787",1970-02-28,0,3,31,15
60,"USW00004787",1970-03-01,0,3,40,10
61,"USW00004787",1970-03-02,0,1,44,35
62,"USW00004787",1970-03-03,0,1,35,31
63,"USW00004787",1970-03-04,0,1,36,31
64,"USW00004787",1970-03-05,0,0,37,29
65,"USW00004787",1970-03-06,0,0,39,25
66,"USW00004787",1970-03-07,0,0,37,29
67,"USW00004787",1970-03-08,0,0,36,15
68,"USW00004787",1970-03-09,0,0,34,13
69,"USW00004787",1970-03-10,0,0,35,10
70,"USW00004787",1970-03-11,0,0,37,15
71,"USW00004787",1970-03-12,2.3,0,28,22
72,"USW00004787",1970-03-13,0.7,2,35,21
73,"USW00004787",1970-03-14,0,2,25,17
74,"USW00004787",1970-03-15,1.6,3,25,13
75,"USW00004787",1970-03-16,0,4,23,10
76,"USW00004787",1970-03-17,0,4,35,14
77,"USW00004787",1970-03-18,0.9,5,34,28
78,"USW00004787",1970-03-19,0,5,40,31
79,"USW00004787",1970-03-20,0,3,38,31
80,"USW00004787",1970-03-21,0,0,35,30
81,"USW00004787",1970-03-22,2.4,0,33,30
82,"USW00004787",1970-03-23,0.9,3,32,29
83,"USW00004787",1970-03-24,1.6,4,34,30
84,"USW00004787",1970-03-25,0,4,42,30
85,"USW00004787",1970-03-26,0,1,50,29
86,"USW00004787",1970-03-27,0,1,39,29
87,"USW00004787",1970-03-28,0,0,48,26
88,"USW00004787",1970-03-29,0.8,0,29,16
89,"USW00004787",1970-03-30,0,1,37,10
90,"USW00004787",1970-03-31,0,0,50,28
91,"USW00004787",1970-04-01,0,0,43,27
92,"USW00004787",1970-04-02,1,0,50,28
93,"USW00004787",1970-04-03,0,1,42,27
94,"USW00004787",1970-04-04,0,0,36,28
95,"USW00004787",1970-04-05,0,0,45,24
96,"USW00004787",1970-04-06,0.1,0,40,30
97,"USW00004787",1970-04-07,0,0,39,28
