"ob_number","station_code","ob_date","snow_fall","snow_depth","temp_max","temp_min"
1,"USC00366233",1970-01-01,0,3,31,24
2,"USC00366233",1970-01-02,0.2,3,31,23
3,"USC00366233",1970-01-03,0.3,3,30,19
4,"USC00366233",1970-01-04,0.6,3,24,10
5,"USC00366233",1970-01-05,0,3,34,10
6,"USC00366233",1970-01-06,0,3,33,20
7,"USC00366233",1970-01-07,0.6,3,21,10
8,"USC00366233",1970-01-08,0.1,3,12,-4
9,"USC00366233",1970-01-09,0.2,3,8,-5
10,"USC00366233",1970-01-10,0,3,21,3
11,"USC00366233",1970-01-11,0,3,24,3
12,"USC00366233",1970-01-12,1.4,5,28,19
13,"USC00366233",1970-01-13,0,5,26,16
14,"USC00366233",1970-01-14,0.5,6,24,9
15,"USC00366233",1970-01-15,0,6,31,-6
16,"USC00366233",1970-01-16,0,5,46,6
17,"USC00366233",1970-01-17,0.4,3,43,35
18,"USC00366233",1970-01-18,0,3,38,19
19,"USC00366233",1970-01-19,0,3,21,0
20,"USC00366233",1970-01-20,0.6,4,17,1
21,"USC00366233",1970-01-21,0.4,4,13,0
22,"USC00366233",1970-01-22,0,4,16,-6
23,"USC00366233",1970-01-23,0,4,23,6
24,"USC00366233",1970-01-24,0.3,4,22,-11
25,"USC00366233",1970-01-25,0.1,3,44,18
26,"USC00366233",1970-01-26,0,1,46,31
27,"USC00366233",1970-01-27,0.5,1,37,30
28,"USC00366233",1970-01-28,0.6,1,49,28
29,"USC00366233",1970-01-29,0,0,56,38
30,"USC00366233",1970-01-30,0,0,39,19
31,"USC00366233",1970-01-31,0,0,44,19
32,"USC00366233",1970-02-01,0,0,51,33
33,"USC00366233",1970-02-02,0,0,47,37
34,"USC00366233",1970-02-03,1,1,44,10
35,"USC00366233",1970-02-04,1.1,3,14,-8
36,"USC00366233",1970-02-05,0,2,37,9
37,"USC00366233",1970-02-06,0,1,37,31
38,"USC00366233",1970-02-07,0,0,41,13
39,"USC00366233",1970-02-08,0,0,40,32
40,"USC00366233",1970-02-09,0,0,41,34
41,"USC00366233",1970-02-10,0,0,41,32
42,"USC00366233",1970-02-11,4,3,33,25
43,"USC00366233",1970-02-12,0.1,3,30,11
44,"USC00366233",1970-02-13,0.3,2,25,8
45,"USC00366233",1970-02-14,0,2,24,-3
46,"USC00366233",1970-02-15,0.1,3,31,19
47,"USC00366233",1970-02-16,1.3,3,30,1
48,"USC00366233",1970-02-17,0,2,44,4
49,"USC00366233",1970-02-18,0,1,51,25
50,"USC00366233",1970-02-19,0,0,51,22
51,"USC00366233",1970-02-20,0,0,26,14
52,"USC00366233",1970-02-21,0,0,30,11
53,"USC00366233",1970-02-22,0,0,57,20
54,"USC00366233",1970-02-23,0,0,54,19
55,"USC00366233",1970-02-24,0,0,51,18
56,"USC00366233",1970-02-25,0,0,50,12
57,"USC00366233",1970-02-26,0,0,28,1
58,"USC00366233",1970-02-27,1,1,38,25
59,"USC00366233",1970-02-28,0,0,35,12
60,"USC00366233",1970-03-01,0,0,54,14
61,"USC00366233",1970-03-02,0,0,54,37
62,"USC00366233",1970-03-03,0,0,53,39
63,"USC00366233",1970-03-04,0,0,53,37
64,"USC00366233",1970-03-05,0,0,53,32
65,"USC00366233",1970-03-06,0,0,46,20
66,"USC00366233",1970-03-07,0,0,45,27
67,"USC00366233",1970-03-08,0,0,41,17
68,"USC00366233",1970-03-09,0,0,39,19
69,"USC00366233",1970-03-10,0,0,37,12
70,"USC00366233",1970-03-11,0,0,41,14
71,"USC00366233",1970-03-12,0,0,40,22
72,"USC00366233",1970-03-13,1.5,2,35,22
73,"USC00366233",1970-03-14,0,1,33,22
74,"USC00366233",1970-03-15,1,2,30,16
75,"USC00366233",1970-03-16,1,2,29,6
76,"USC00366233",1970-03-17,0,1,39,12
77,"USC00366233",1970-03-18,1.6,3,41,30
78,"USC00366233",1970-03-19,0,0,43,32
79,"USC00366233",1970-03-20,0,0,51,35
80,"USC00366233",1970-03-21,0,0,49,35
81,"USC00366233",1970-03-22,0,0,40,29
82,"USC00366233",1970-03-23,0,0,37,33
83,"USC00366233",1970-03-24,0,0,39,33
84,"USC00366233",1970-03-25,0,0,49,29
85,"USC00366233",1970-03-26,0,0,60,36
86,"USC00366233",1970-03-27,0,0,45,31
87,"USC00366233",1970-03-28,0,0,50,27
88,"USC00366233",1970-03-29,0,0,36,25
89,"USC00366233",1970-03-30,0,0,47,16
90,"USC00366233",1970-03-31,0,0,51,30
91,"USC00366233",1970-04-01,0,0,54,27
92,"USC00366233",1970-04-02,0,0,60,33
93,"USC00366233",1970-04-03,0,0,50,30
94,"USC00366233",1970-04-04,0,0,48,28
95,"USC00366233",1970-04-05,0,0,50,20
96,"USC00366233",1970-04-06,0,0,54,21
97,"USC00366233",1970-04-07,0,0,48,21
98,"USC00366233",1970-04-08,0,0,69,27
99,"USC00366233",1970-04-09,0,0,70,48
100,"USC00366233",1970-04-10,0,0,60,25
101,"USC00366233",1970-04-11,0,0,51,18
102,"USC00366233",1970-04-12,0,0,63,25
103,"USC00366233",1970-04-13,0,0,63,34
104,"USC00366233",1970-04-14,0,0,61,44
105,"USC00366233",1970-04-15,0,0,67,31
106,"USC00366233",1970-04-16,0,0,69,29
107,"USC00366233",1970-04-17,0,0,73,38
108,"USC00366233",1970-04-18,0,0,72,28
109,"USC00366233",1970-04-19,0,0,56,41
110,"USC00366233",1970-04-20,0,0,67,42
111,"USC00366233",1970-04-21,0,0,65,49
112,"USC00366233",1970-04-22,0,0,67,38
113,"USC00366233",1970-04-23,0,0,78,54
114,"USC00366233",1970-04-24,0,0,76,47
115,"USC00366233",1970-04-25,0,0,71,37
116,"USC00366233",1970-04-26,0,0,78,40
117,"USC00366233",1970-04-27,0,0,80,43
118,"USC00366233",1970-04-28,0,0,80,50
119,"USC00366233",1970-04-29,0,0,82,60
120,"USC00366233",1970-04-30,0,0,87,57
121,"USC00366233",1970-05-01,0,0,87,69
122,"USC00366233",1970-05-02,0,0,87,46
123,"USC00366233",1970-05-03,0,0,59,41
124,"USC00366233",1970-05-04,0,0,72,35
125,"USC00366233",1970-05-05,0,0,72,43
126,"USC00366233",1970-05-06,0,0,62,34
127,"USC00366233",1970-05-07,0,0,62,22
128,"USC00366233",1970-05-08,0,0,81,45
129,"USC00366233",1970-05-09,0,0,85,57
130,"USC00366233",1970-05-10,0,0,84,56
131,"USC00366233",1970-05-11,0,0,80,52
132,"USC00366233",1970-05-12,0,0,79,59
133,"USC00366233",1970-05-13,0,0,77,57
134,"USC00366233",1970-05-14,0,0,71,53
135,"USC00366233",1970-05-15,0,0,85,49
136,"USC00366233",1970-05-16,0,0,84,57
137,"USC00366233",1970-05-17,0,0,61,46
138,"USC00366233",1970-05-18,0,0,71,34
139,"USC00366233",1970-05-19,0,0,82,44
140,"USC00366233",1970-05-20,0,0,82,57
141,"USC00366233",1970-05-21,0,0,87,49
142,"USC00366233",1970-05-22,0,0,87,59
143,"USC00366233",1970-05-23,0,0,86,59
144,"USC00366233",1970-05-24,0,0,80,61
145,"USC00366233",1970-05-25,0,0,86,59
146,"USC00366233",1970-05-26,0,0,82,57
147,"USC00366233",1970-05-27,0,0,74,40
148,"USC00366233",1970-05-28,0,0,74,39
149,"USC00366233",1970-05-29,0,0,81,47
150,"USC00366233",1970-05-30,0,0,81,46
151,"USC00366233",1970-05-31,0,0,83,58
152,"USC00366233",1970-06-01,0,0,84,58
153,"USC00366233",1970-06-02,0,0,85,60
154,"USC00366233",1970-06-03,0,0,83,59
155,"USC00366233",1970-06-04,0,0,70,53
156,"USC00366233",1970-06-05,0,0,80,58
157,"USC00366233",1970-06-06,0,0,75,50
158,"USC00366233",1970-06-07,0,0,69,40
159,"USC00366233",1970-06-08,0,0,88,54
160,"USC00366233",1970-06-09,0,0,87,55
161,"USC00366233",1970-06-10,0,0,89,53
162,"USC00366233",1970-06-11,0,0,89,57
163,"USC00366233",1970-06-12,0,0,88,62
164,"USC00366233",1970-06-13,0,0,84,58
165,"USC00366233",1970-06-14,0,0,81,52
166,"USC00366233",1970-06-15,0,0,75,60
167,"USC00366233",1970-06-16,0,0,83,64
168,"USC00366233",1970-06-17,0,0,85,69
169,"USC00366233",1970-06-18,0,0,86,63
170,"USC00366233",1970-06-19,0,0,79,57
171,"USC00366233",1970-06-20,0,0,72,39
172,"USC00366233",1970-06-21,0,0,70,48
173,"USC00366233",1970-06-22,0,0,75,48
174,"USC00366233",1970-06-23,0,0,81,47
175,"USC00366233",1970-06-24,0,0,82,53
176,"USC00366233",1970-06-25,0,0,82,54
177,"USC00366233",1970-06-26,0,0,82,54
178,"USC00366233",1970-06-27,0,0,70,51
179,"USC00366233",1970-06-28,0,0,76,43
180,"USC00366233",1970-06-29,0,0,81,55
181,"USC00366233",1970-06-30,0,0,88,65
182,"USC00366233",1970-07-01,0,0,92,62
